               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12179,            0.032426,            0.029859,          0.00069702,                 0.2,          0.00060008,          0.00016899,            0.094468,            0.020206,            0.020636,              0.0964,              0.0004,              0.0004
                   1,             0.12174,            0.031824,            0.030505,           0.0012593,                 0.4,            0.001697,          0.00058002,            0.090423,            0.018391,            0.019446,            0.091893,          0.00089258,          0.00089258
                   2,             0.10985,            0.033253,            0.030964,           0.0030612,                 0.9,            0.021508,           0.0049571,            0.080764,             0.01575,            0.017981,            0.087377,           0.0013769,           0.0013769
                   3,            0.096316,            0.035269,            0.030237,           0.0033937,                   1,            0.082978,            0.024326,            0.063062,            0.016777,            0.016626,            0.082853,            0.001853,            0.001853
                   4,            0.089585,            0.036128,             0.02695,           0.0024812,                 0.7,             0.11429,            0.014845,            0.054791,            0.014662,            0.017676,            0.078321,           0.0023208,           0.0023208
                   5,            0.085431,            0.034065,            0.027629,           0.0031574,                 0.9,            0.085524,            0.021772,            0.046251,            0.014136,            0.015973,             0.07378,           0.0027804,           0.0027804
                   6,            0.080193,            0.033496,             0.02602,            0.003129,                 0.9,            0.064819,            0.031091,            0.038406,            0.013134,            0.015582,            0.069232,           0.0032317,           0.0032317
                   7,            0.086222,            0.033333,            0.027834,             0.02661,                 0.3,             0.13674,            0.074366,            0.048982,             0.01356,            0.015457,            0.064675,           0.0036748,           0.0036748
                   8,            0.078812,            0.032257,            0.024295,             0.26186,                 0.1,             0.12911,            0.032671,            0.040489,            0.012711,            0.015845,             0.06011,           0.0041096,           0.0041096
                   9,            0.075542,            0.028697,            0.024131,             0.59523,                 0.1,             0.16958,            0.070204,            0.055031,            0.011639,            0.017712,            0.055536,           0.0045362,           0.0045362
                  10,             0.07141,            0.030837,            0.023599,             0.59589,                 0.1,              0.1458,            0.055432,            0.053153,            0.011587,            0.018207,            0.050955,           0.0049545,           0.0049545
                  11,            0.069523,            0.028284,            0.024739,             0.89325,                 0.1,             0.16448,            0.077092,            0.045281,            0.011869,            0.015765,            0.046365,           0.0053646,           0.0053646
                  12,            0.070095,            0.028547,            0.024427,             0.23669,                 0.4,              0.2356,             0.11013,            0.038973,            0.011695,            0.015399,            0.041766,           0.0057664,           0.0057664
                  13,            0.069008,             0.02848,            0.020859,             0.85524,                 0.1,              0.2068,            0.083398,            0.035449,            0.011341,            0.015411,             0.03716,             0.00616,             0.00616
                  14,            0.072214,            0.029252,            0.025909,             0.20791,                 0.2,             0.13055,            0.040078,             0.03632,            0.012552,            0.015509,            0.032545,           0.0065453,           0.0065453
                  15,            0.063914,            0.027592,            0.025041,             0.65729,                 0.2,             0.20128,            0.066704,            0.031835,            0.011753,             0.01499,            0.027922,           0.0069224,           0.0069224
                  16,            0.068306,            0.028701,            0.022364,            0.074451,                 0.6,            0.087769,            0.039927,             0.03696,           0.0090613,            0.017896,            0.023291,           0.0072912,           0.0072912
                  17,            0.065477,            0.026047,             0.02177,             0.69955,                 0.3,             0.31885,            0.086486,            0.038048,           0.0087874,            0.017163,            0.018652,           0.0076518,           0.0076518
                  18,            0.061426,            0.025104,            0.022925,             0.32456,                 0.6,             0.28615,             0.12752,            0.033896,           0.0079687,            0.014359,            0.014004,           0.0080041,           0.0080041
                  19,            0.063332,            0.026443,            0.019849,             0.45728,             0.69281,             0.48934,             0.21554,            0.033527,           0.0067561,            0.017535,           0.0093482,           0.0083482,           0.0083482
                  20,            0.062727,            0.027409,            0.020442,              0.9254,                 0.2,             0.31455,             0.13199,            0.033545,           0.0085089,            0.014993,             0.00835,             0.00835,             0.00835
                  21,            0.065774,            0.026559,            0.022864,             0.36447,                 0.6,             0.56505,             0.16791,            0.029965,           0.0078888,            0.016507,             0.00835,             0.00835,             0.00835
                  22,            0.057083,            0.024536,            0.020858,             0.23022,                 0.5,             0.41994,              0.1761,            0.026354,           0.0069427,            0.015463,           0.0082675,           0.0082675,           0.0082675
                  23,            0.054754,             0.02467,            0.018148,             0.49805,             0.64371,             0.51717,             0.20496,             0.03872,           0.0079479,            0.012845,            0.008185,            0.008185,            0.008185
                  24,            0.058173,            0.024019,            0.018627,             0.21876,                 0.4,             0.19517,             0.09759,             0.04996,           0.0080595,            0.011734,           0.0081025,           0.0081025,           0.0081025
                  25,            0.062947,            0.024098,            0.020065,             0.24672,                 0.5,             0.26455,             0.12828,            0.033895,           0.0069017,            0.011835,             0.00802,             0.00802,             0.00802
                  26,            0.062602,            0.024121,            0.017294,             0.24846,                 0.5,             0.25435,             0.10829,            0.033227,           0.0068297,            0.011798,           0.0079375,           0.0079375,           0.0079375
                  27,            0.065135,            0.024973,            0.017821,             0.25815,                 0.6,             0.25611,              0.1031,            0.033699,           0.0073137,           0.0099213,            0.007855,            0.007855,            0.007855
                  28,            0.061733,             0.02524,             0.01336,             0.60314,                 0.4,              0.3395,             0.17066,            0.031572,           0.0077267,            0.007962,           0.0077725,           0.0077725,           0.0077725
                  29,            0.053556,             0.02364,            0.016919,             0.52066,             0.57921,             0.44111,             0.16141,            0.030616,           0.0078468,           0.0067734,             0.00769,             0.00769,             0.00769
                  30,            0.056082,             0.02529,            0.015421,             0.32801,                 0.4,             0.31357,              0.1435,            0.030043,            0.007966,            0.006076,           0.0076075,           0.0076075,           0.0076075
                  31,            0.053937,            0.027366,             0.01644,             0.41145,             0.53083,             0.36482,             0.17628,            0.035234,           0.0079937,            0.004393,            0.007525,            0.007525,            0.007525
                  32,             0.05227,            0.024849,            0.013119,             0.37643,                 0.6,             0.39279,             0.19946,            0.031245,            0.007875,           0.0043846,           0.0074425,           0.0074425,           0.0074425
                  33,            0.055928,            0.025203,            0.010001,             0.58252,                 0.4,             0.39228,             0.17133,            0.030199,           0.0071044,           0.0032944,             0.00736,             0.00736,             0.00736
                  34,            0.049632,            0.025951,            0.011039,             0.65922,                 0.4,             0.49573,             0.22214,            0.031878,            0.006494,           0.0026726,           0.0072775,           0.0072775,           0.0072775
                  35,            0.052919,            0.023652,            0.011898,             0.70188,                 0.4,             0.53775,             0.25798,            0.034951,           0.0061731,           0.0025654,            0.007195,            0.007195,            0.007195
                  36,            0.057153,            0.027252,           0.0099701,             0.49315,             0.38436,               0.466,             0.25779,            0.031559,           0.0060244,           0.0023819,           0.0071125,           0.0071125,           0.0071125
                  37,            0.057135,            0.024056,           0.0093192,              0.5333,                 0.5,             0.48639,             0.22571,            0.034052,           0.0056782,            0.002813,             0.00703,             0.00703,             0.00703
                  38,            0.056669,             0.02785,              0.0128,             0.67383,                 0.4,             0.48008,             0.31285,            0.033291,           0.0059819,           0.0038078,           0.0069475,           0.0069475,           0.0069475
                  39,            0.051274,            0.024737,            0.010797,             0.71969,                 0.5,             0.51459,             0.24174,            0.039791,           0.0072799,           0.0044609,            0.006865,            0.006865,            0.006865
                  40,            0.051724,             0.02419,            0.011504,             0.59069,             0.56896,              0.4488,              0.2232,             0.04694,           0.0066562,           0.0045647,           0.0067825,           0.0067825,           0.0067825
                  41,            0.047023,            0.024318,           0.0081796,             0.70233,                 0.5,             0.59569,             0.32526,            0.030656,           0.0066037,           0.0051544,              0.0067,              0.0067,              0.0067
                  42,            0.055468,            0.025706,           0.0099446,             0.63423,                 0.5,             0.48656,             0.22492,            0.032226,           0.0063772,           0.0046799,           0.0066175,           0.0066175,           0.0066175
                  43,            0.055729,            0.025533,           0.0087088,              0.4693,             0.39992,             0.36313,              0.1782,            0.029688,           0.0062313,           0.0028336,            0.006535,            0.006535,            0.006535
                  44,            0.056195,            0.022128,           0.0068805,             0.77399,             0.54161,              0.6056,              0.2807,            0.028153,           0.0057788,           0.0042633,           0.0064525,           0.0064525,           0.0064525
                  45,            0.051891,            0.024601,            0.013308,             0.67736,                 0.5,             0.55855,             0.24356,             0.02866,           0.0062351,           0.0047623,             0.00637,             0.00637,             0.00637
                  46,            0.048138,            0.024469,           0.0080364,               0.533,                 0.5,             0.50898,             0.29063,            0.027731,           0.0062761,           0.0067505,           0.0062875,           0.0062875,           0.0062875
                  47,             0.05072,            0.025363,           0.0070962,              0.6481,                 0.5,             0.57307,             0.24576,            0.031121,           0.0057893,           0.0064224,            0.006205,            0.006205,            0.006205
                  48,            0.052639,            0.021801,           0.0075756,             0.79159,             0.57818,             0.64992,             0.35114,            0.023613,           0.0054555,           0.0056381,           0.0061225,           0.0061225,           0.0061225
                  49,             0.04759,            0.023001,           0.0066133,             0.79873,             0.38633,             0.48794,             0.23572,             0.02798,           0.0051928,           0.0065598,             0.00604,             0.00604,             0.00604
                  50,            0.050258,            0.022745,           0.0094353,             0.57257,                 0.4,             0.51861,             0.29384,            0.027306,           0.0056591,           0.0093307,           0.0059575,           0.0059575,           0.0059575
                  51,            0.054672,            0.022705,            0.011152,             0.63071,             0.29396,              0.3713,             0.18634,            0.029253,           0.0067592,           0.0099884,            0.005875,            0.005875,            0.005875
                  52,            0.051213,             0.02411,           0.0086353,              0.4275,                 0.5,             0.41124,             0.18326,            0.028144,           0.0061126,           0.0092987,           0.0057925,           0.0057925,           0.0057925
                  53,            0.050674,            0.021741,           0.0060141,             0.66591,                 0.5,             0.63089,             0.30258,            0.027928,           0.0058393,           0.0071106,             0.00571,             0.00571,             0.00571
                  54,            0.047376,             0.02218,           0.0058247,             0.69509,             0.29046,             0.38292,             0.19294,             0.02836,           0.0070782,           0.0085297,           0.0056275,           0.0056275,           0.0056275
                  55,            0.047238,            0.022916,           0.0057835,             0.32044,                 0.3,              0.2413,             0.14838,            0.029318,            0.006556,           0.0094116,            0.005545,            0.005545,            0.005545
                  56,            0.049399,            0.022301,           0.0072002,             0.76623,                 0.5,             0.57428,              0.3162,            0.025318,           0.0068626,           0.0062943,           0.0054625,           0.0054625,           0.0054625
                  57,            0.044346,            0.019387,           0.0058846,             0.71589,             0.39171,             0.49645,                0.28,            0.027934,           0.0072203,           0.0052643,             0.00538,             0.00538,             0.00538
                  58,            0.047127,            0.023944,           0.0064467,             0.76582,                 0.4,             0.54505,             0.27016,              0.0279,           0.0085621,           0.0049255,           0.0052975,           0.0052975,           0.0052975
                  59,            0.048446,            0.023078,           0.0099686,             0.67144,             0.69197,             0.63613,             0.38327,            0.022879,            0.011925,           0.0036133,            0.005215,            0.005215,            0.005215
                  60,            0.048538,            0.023475,           0.0058434,             0.77996,             0.54329,             0.62346,             0.38974,            0.024443,            0.011227,           0.0031624,           0.0051325,           0.0051325,           0.0051325
                  61,              0.0459,             0.02099,           0.0079212,             0.72174,             0.65148,             0.62661,             0.37601,            0.022586,           0.0098553,           0.0027084,             0.00505,             0.00505,             0.00505
                  62,             0.04383,            0.020676,           0.0061248,             0.71578,             0.65988,             0.71747,             0.37063,             0.02402,           0.0079842,           0.0021408,           0.0049675,           0.0049675,           0.0049675
                  63,            0.042426,            0.020043,           0.0057133,             0.74604,              0.5654,             0.66272,             0.40312,            0.023035,            0.005805,           0.0016975,            0.004885,            0.004885,            0.004885
                  64,            0.046364,            0.020056,           0.0042302,             0.58675,                 0.7,             0.69276,             0.39708,            0.026142,           0.0058117,           0.0014458,           0.0048025,           0.0048025,           0.0048025
                  65,            0.044713,            0.021104,           0.0067643,             0.95416,             0.49697,             0.69814,             0.40732,             0.02437,           0.0058498,           0.0015434,             0.00472,             0.00472,             0.00472
                  66,            0.040562,            0.021538,           0.0042844,              0.8901,                 0.7,              0.7594,             0.43289,            0.022229,           0.0057721,           0.0009182,           0.0046375,           0.0046375,           0.0046375
                  67,            0.037578,            0.021706,           0.0042469,             0.79963,             0.68857,             0.76362,             0.44236,            0.022048,           0.0055041,          0.00093689,            0.004555,            0.004555,            0.004555
                  68,            0.044432,            0.020665,           0.0029615,              0.8596,                 0.6,             0.75855,             0.40221,            0.021177,           0.0051019,          0.00099983,           0.0044725,           0.0044725,           0.0044725
                  69,            0.043093,             0.02097,           0.0083756,             0.98264,             0.69052,             0.80581,             0.47824,            0.019762,           0.0046139,           0.0011086,             0.00439,             0.00439,             0.00439
                  70,            0.043029,            0.021738,           0.0050288,             0.96878,             0.69547,              0.7976,             0.46128,            0.020602,           0.0046495,            0.001288,           0.0043075,           0.0043075,           0.0043075
                  71,            0.041986,            0.021657,           0.0052737,             0.82083,                 0.7,             0.78245,             0.46779,            0.026375,           0.0044744,           0.0016521,            0.004225,            0.004225,            0.004225
                  72,            0.039135,            0.020805,           0.0034188,             0.95935,               0.674,             0.87754,             0.46692,            0.019614,           0.0045605,           0.0016407,           0.0041425,           0.0041425,           0.0041425
                  73,            0.043258,            0.020271,           0.0029123,             0.84849,             0.67946,             0.79029,             0.51212,            0.023709,           0.0042758,            0.001543,             0.00406,             0.00406,             0.00406
                  74,             0.04257,            0.021532,           0.0031346,             0.72354,                 0.6,             0.73151,             0.38166,            0.019744,           0.0045424,           0.0017395,           0.0039775,           0.0039775,           0.0039775
                  75,            0.041977,            0.020621,           0.0033719,             0.63164,                 0.6,             0.58433,             0.33281,            0.022498,            0.004741,           0.0023811,            0.003895,            0.003895,            0.003895
                  76,            0.037298,            0.022795,           0.0028909,             0.63006,                 0.6,             0.66056,             0.31204,            0.022818,           0.0048907,            0.002684,           0.0038125,           0.0038125,           0.0038125
                  77,            0.042087,            0.020425,           0.0033332,             0.59391,             0.63543,             0.64075,             0.29845,             0.03226,           0.0048654,           0.0027748,             0.00373,             0.00373,             0.00373
                  78,             0.04076,             0.01837,            0.006676,             0.53817,                 0.7,             0.61125,             0.30078,            0.027435,           0.0047688,            0.003476,           0.0036475,           0.0036475,           0.0036475
                  79,            0.039962,            0.019641,           0.0026483,              0.4652,             0.69342,             0.61621,             0.37547,            0.025045,           0.0047431,           0.0028786,            0.003565,            0.003565,            0.003565
                  80,            0.046658,            0.018586,            0.011386,             0.89084,                 0.4,             0.65532,             0.36955,            0.030982,           0.0047979,           0.0032181,           0.0034825,           0.0034825,           0.0034825
                  81,            0.042561,            0.021995,           0.0039579,             0.62378,             0.65184,             0.68162,             0.35493,            0.026062,           0.0049465,           0.0046684,              0.0034,              0.0034,              0.0034
                  82,            0.040719,            0.020838,           0.0021976,             0.56453,             0.57535,             0.65854,             0.35932,            0.027394,           0.0048873,           0.0027657,           0.0033175,           0.0033175,           0.0033175
                  83,            0.039882,            0.020379,           0.0031239,             0.72111,             0.58395,             0.70094,             0.36056,            0.020681,           0.0046616,            0.002243,            0.003235,            0.003235,            0.003235
                  84,            0.036865,            0.018563,           0.0026701,             0.69897,                 0.6,             0.68985,             0.37618,            0.023984,           0.0045216,           0.0028091,           0.0031525,           0.0031525,           0.0031525
                  85,            0.040493,             0.02233,           0.0033102,             0.68292,                 0.6,             0.73962,              0.3829,            0.024614,           0.0046148,           0.0031425,             0.00307,             0.00307,             0.00307
                  86,            0.037978,            0.018794,           0.0027627,             0.65419,                 0.5,             0.71619,             0.45207,            0.026831,           0.0047355,           0.0036415,           0.0029875,           0.0029875,           0.0029875
                  87,            0.043078,            0.020708,           0.0033892,             0.90841,             0.48733,             0.74346,             0.46091,            0.025836,           0.0048795,           0.0046684,            0.002905,            0.002905,            0.002905
                  88,            0.037214,            0.019264,           0.0041601,             0.80894,             0.58763,             0.76444,             0.40755,            0.029811,           0.0049922,             0.01064,           0.0028225,           0.0028225,           0.0028225
                  89,            0.036649,            0.017742,           0.0022912,             0.81168,                 0.6,             0.76091,             0.46206,             0.02736,           0.0048699,           0.0089172,             0.00274,             0.00274,             0.00274
                  90,            0.039088,            0.018682,           0.0039686,             0.73896,                 0.7,             0.85831,             0.55972,            0.023062,           0.0045936,           0.0025345,           0.0026575,           0.0026575,           0.0026575
                  91,            0.036481,            0.019802,           0.0034076,             0.62726,                 0.9,               0.845,             0.46156,            0.019735,           0.0042908,            0.001169,            0.002575,            0.002575,            0.002575
                  92,            0.042001,            0.020455,           0.0032356,             0.63783,             0.86051,             0.84262,             0.49534,            0.020165,           0.0042759,           0.0011496,           0.0024925,           0.0024925,           0.0024925
                  93,             0.03908,            0.018348,           0.0045335,             0.79323,             0.68492,             0.83763,             0.51182,            0.020539,           0.0043643,           0.0010509,             0.00241,             0.00241,             0.00241
                  94,            0.039316,            0.019024,           0.0037661,             0.74664,             0.81722,             0.88198,             0.49939,            0.018919,            0.004359,           0.0009779,           0.0023275,           0.0023275,           0.0023275
                  95,            0.041805,            0.020146,           0.0032324,             0.73068,             0.78237,             0.84639,             0.53142,            0.020366,           0.0042549,          0.00071831,            0.002245,            0.002245,            0.002245
                  96,            0.039088,            0.020708,            0.003438,             0.71943,                 0.8,             0.82556,              0.4871,            0.018129,           0.0042267,          0.00071259,           0.0021625,           0.0021625,           0.0021625
                  97,            0.036454,            0.021224,           0.0056418,             0.69185,             0.78956,             0.84083,             0.51026,            0.019114,           0.0042477,           0.0006979,             0.00208,             0.00208,             0.00208
                  98,            0.033179,            0.022849,           0.0034944,              0.9234,                 0.6,             0.82833,             0.50097,            0.019443,            0.004205,          0.00071907,           0.0019975,           0.0019975,           0.0019975
                  99,            0.033421,            0.020207,           0.0023468,             0.90996,                 0.6,             0.83944,              0.5235,            0.017204,           0.0041096,          0.00073195,            0.001915,            0.001915,            0.001915
                 100,             0.03837,            0.018906,           0.0027027,             0.93527,             0.68724,             0.90036,             0.57684,            0.018336,           0.0040102,          0.00072088,           0.0018325,           0.0018325,           0.0018325
                 101,            0.034538,            0.017676,           0.0033572,             0.94042,             0.69131,             0.90893,              0.5428,            0.017975,           0.0040113,          0.00075655,             0.00175,             0.00175,             0.00175
                 102,            0.037838,            0.017729,           0.0026826,             0.94978,             0.69283,             0.90198,             0.54606,             0.01814,           0.0040025,          0.00080795,           0.0016675,           0.0016675,           0.0016675
                 103,            0.035322,            0.018248,           0.0029058,             0.95738,             0.69378,             0.88786,             0.52812,            0.018239,           0.0041682,          0.00087709,            0.001585,            0.001585,            0.001585
                 104,            0.034524,             0.01997,           0.0035676,             0.95487,             0.69373,             0.88786,             0.55748,            0.018603,              0.0042,          0.00087729,           0.0015025,           0.0015025,           0.0015025
                 105,            0.031511,            0.019628,            0.002614,              0.9577,             0.69406,             0.88331,             0.52043,            0.018594,           0.0041959,          0.00088634,             0.00142,             0.00142,             0.00142
                 106,            0.031111,             0.01935,           0.0025085,             0.95337,              0.6932,             0.87952,             0.57212,            0.017938,           0.0042307,          0.00086098,           0.0013375,           0.0013375,           0.0013375
                 107,            0.035355,            0.020728,           0.0023196,             0.94895,             0.69314,             0.87952,             0.53126,            0.017767,           0.0042652,          0.00090523,            0.001255,            0.001255,            0.001255
                 108,            0.033581,            0.018898,           0.0019816,              0.9463,             0.69281,             0.87952,             0.54525,            0.018583,           0.0042747,          0.00090027,           0.0011725,           0.0011725,           0.0011725
                 109,            0.035607,            0.018349,           0.0020231,             0.94538,             0.69243,             0.88331,             0.54019,            0.018346,           0.0042943,          0.00089846,             0.00109,             0.00109,             0.00109
                 110,            0.033273,            0.018756,           0.0016878,             0.95123,             0.69249,             0.89188,             0.54584,            0.018464,           0.0042967,          0.00093403,           0.0010075,           0.0010075,           0.0010075
                 111,            0.037502,            0.017138,           0.0031611,             0.95575,             0.69385,             0.92417,             0.52306,            0.018638,           0.0042431,           0.0010163,            0.000925,            0.000925,            0.000925
                 112,            0.032796,            0.019367,           0.0021679,             0.95655,             0.69449,             0.92417,             0.54023,            0.018595,           0.0041929,           0.0010354,           0.0008425,           0.0008425,           0.0008425
                 113,             0.03903,            0.016949,           0.0030152,             0.95781,             0.69441,             0.92417,             0.54052,            0.018928,           0.0041538,           0.0010226,             0.00076,             0.00076,             0.00076
                 114,            0.032734,            0.019972,           0.0031281,             0.76115,             0.93728,              0.9331,             0.54238,            0.018869,           0.0041585,           0.0010276,           0.0006775,           0.0006775,           0.0006775
                 115,            0.035034,            0.018073,           0.0024286,             0.75886,             0.92603,              0.9331,             0.53247,            0.019767,           0.0041119,          0.00093498,            0.000595,            0.000595,            0.000595
                 116,            0.032316,            0.017414,           0.0021563,             0.75778,             0.92104,              0.9331,              0.5483,            0.019463,           0.0040995,          0.00086479,           0.0005125,           0.0005125,           0.0005125
                 117,            0.031987,            0.016416,           0.0028496,             0.96598,             0.69432,             0.91786,             0.54174,             0.01976,           0.0041118,          0.00084057,             0.00043,             0.00043,             0.00043
                 118,            0.035066,            0.018203,           0.0024654,             0.96506,             0.69468,             0.91786,              0.5719,            0.019793,           0.0040913,          0.00082655,           0.0003475,           0.0003475,           0.0003475
                 119,             0.03085,            0.020304,           0.0035013,             0.96237,             0.69497,             0.90198,             0.58683,            0.020275,           0.0040318,          0.00085974,            0.000265,            0.000265,            0.000265
